city,city_country,station_id,latitude,longitude,elevation,annual_avg_temp_c,annual_min_temp_c,annual_max_temp_c,annual_extreme_min_c,annual_extreme_max_c,annual_precip_mm,annual_avg_pres_hpa,annual_total_sun_h,annual_avg_daily_sun_h,avg_comfort_index,best_comfort_index,best_comfort_month,wet_month_count,cold_month_count,hot_month_count,years_of_data,data_coverage_pct
Podgorica,Montenegro,13463,42.4333,19.2833,49,16.98,-1.6,37.9,-7.6,44.0,24016.0,1015.96,30765.0,6.51,8.2,10.0,5,82,40,20,14,100.0
Pokhara,Nepal,44454,27.7,85.3667,1337,18.94,1.6,31.9,-4.2,35.2,19077.4,1015.08,13542.0,5.72,8.69,10.0,3,70,2,0,14,99.4
Port Douglas,Australia,94285,-16.4,145.6,3,25.26,20.1,35.0,17.8,38.8,26968.4,1012.13,0.0,,7.99,9.65,8,75,0,0,14,22.4
Port Louis,Mauritius,61995,-20.3,57.5,423,21.85,15.2,29.3,10.9,31.4,28295.0,1017.33,36495.0,7.18,9.84,10.0,3,84,0,0,14,100.0
Port Vila,Vanuatu,91557,-17.7,168.3,20,24.86,16.5,33.5,11.5,38.4,29484.8,1011.46,0.0,,8.26,9.91,6,76,0,1,14,100.0
Port of Spain,Trinidad and Tobago,78970,10.6167,-61.35,12,27.07,21.1,34.7,18.0,36.5,25639.0,1012.92,31581.68,7.69,9.26,10.0,1,84,0,14,14,100.0
Portland,United States,72698,45.5833,-122.6,8,13.0,-2.2,30.8,-11.6,46.7,13463.0,1017.77,0.0,,6.85,9.93,8,84,67,0,14,100.0
Porto,Portugal,08546,41.1333,-8.6,93,15.34,5.4,28.8,-1.7,40.3,3674.7,1018.54,0.0,,7.8,10.0,7,17,4,0,7,84.4
Prague,Czech Republic,11520,50.0167,14.45,304,10.29,-7.5,29.8,-20.7,39.6,8217.0,1016.95,24642.0,4.81,7.36,10.0,6,83,85,0,14,100.0
Praia,Cape Verde,08589,14.9,-23.5167,27,25.1,19.3,32.3,10.5,39.9,613.8,1013.99,0.0,,9.03,10.0,1,11,0,1,13,100.0
Pretoria,South Africa,68262,-25.7333,28.1833,1330,19.32,2.9,33.4,-1.0,38.8,2166.0,1017.97,3831.0,8.44,8.98,10.0,1,24,0,0,11,100.0
Pristina,Kosovo,13489,42.55,21.9167,433,12.39,-4.5,32.1,-35.7,38.5,1388.9,1017.41,0.0,,6.94,9.94,7,9,31,0,6,100.0
Puebla,Mexico,76685,19.05,-98.1667,2179,17.26,3.8,30.8,-3.3,33.8,13340.7,1010.18,34220.0,7.67,9.59,10.0,3,82,0,0,14,100.0
Puerto Vallarta,Mexico,76556,21.5167,-104.9,922,22.6,8.7,34.4,4.0,37.6,16687.0,1011.49,39415.0,7.86,9.88,10.0,1,84,0,0,14,100.0
Puglia,Italy,16270,41.1333,16.7833,34,16.83,2.3,32.8,-3.1,44.0,195.4,1015.47,3466.4,7.58,8.06,10.0,9,9,29,1,14,100.0
Punta del Este,Uruguay,SULS0,-34.8667,-55.1,30,16.69,5.7,30.1,-1.0,41.0,2731.7,1015.66,0.0,,8.17,10.0,3,17,1,0,13,100.0
Quebec City,Canada,71578,46.84,-71.2,10,6.85,-18.9,28.9,-30.1,38.6,15373.3,1015.02,0.0,,5.0,9.67,7,80,48,0,14,53.8
Queenstown,New Zealand,93831,-45.0167,168.7333,354,10.36,0.2,24.1,-4.8,29.9,2102.3,1013.24,0.0,,6.35,8.53,1,9,30,0,6,100.0
Quito,Ecuador,84088,-0.3667,-78.55,3058,12.3,3.6,21.1,0.1,24.2,20932.8,1016.84,21669.0,4.86,7.8,9.74,8,82,1,0,14,95.2
Québec City,Canada,71578,46.84,-71.2,10,6.85,-18.9,28.9,-30.1,38.6,15373.3,1015.02,0.0,,5.0,9.67,7,80,48,0,14,53.8
Rabat,Morocco,60135,34.05,-6.7667,84,17.49,2.8,30.9,-1.0,46.3,7014.5,1017.45,37659.0,7.88,9.45,10.0,4,81,1,0,14,100.0
Raja Ampat,Indonesia,97502,-0.9333,131.1167,3,27.11,23.1,32.9,20.0,34.5,44491.0,1009.01,28163.0,5.55,8.77,10.0,2,84,0,7,14,100.0
Raleigh,United States,72306,35.9,-78.7667,133,16.61,-4.0,35.2,-15.5,40.6,17160.0,1017.84,0.0,,7.17,9.65,9,84,47,2,14,100.0
Rapa Nui,Chile,85469,-27.15,-109.4167,51,20.57,14.3,28.3,7.7,29.7,11509.0,1021.61,27894.0,6.57,9.79,10.0,1,81,0,0,14,100.0
Rarotonga,Cook Islands,91843,-21.2,-159.8167,7,24.75,18.0,31.6,11.9,34.9,21728.2,1014.0,5911.0,6.48,8.76,10.0,2,76,0,0,14,100.0
Rennes,France,07130,48.0667,-1.7333,37,12.29,-0.7,28.1,-8.6,40.5,9497.0,1017.05,26422.0,5.17,8.09,10.0,6,83,66,0,14,100.0
Reykjavik,Iceland,04030,64.1333,-21.9,54,5.38,-6.7,17.0,-15.2,23.5,12669.0,1005.15,18775.0,3.71,5.74,9.75,6,82,133,0,14,100.0
Reykjavík,Iceland,04030,64.1333,-21.9,54,5.38,-6.7,17.0,-15.2,23.5,12669.0,1005.15,18775.0,3.71,5.74,9.75,6,82,133,0,14,100.0
Richmond,United States,72401,37.5167,-77.3167,51,15.69,-6.1,34.9,-19.3,40.6,16468.0,1017.94,0.0,,6.99,9.8,5,82,57,3,14,100.0
Rijeka,Croatia,13116,45.2167,14.5833,85,17.37,2.8,31.7,-4.0,37.0,5536.0,1016.04,0.0,,7.6,9.82,9,17,13,0,8,100.0
Rio de Janeiro,Brazil,83755,-22.9,-43.1667,3,24.38,16.8,34.0,13.3,38.0,1391.0,1015.05,0.0,,9.17,10.0,8,9,0,4,9,100.0
Rochester,United States,72529,43.1167,-77.6833,170,9.93,-15.7,30.3,-24.3,36.7,12493.0,1016.56,0.0,,5.94,9.68,7,84,81,0,14,100.0
Rome,Italy,16239,41.7833,12.5833,129,17.12,2.1,34.0,-3.6,40.0,1108.0,1015.62,0.0,,7.95,10.0,6,10,20,0,14,100.0
Ronda,Spain,08397,37.15,-5.6167,87,18.92,0.7,40.2,-4.2,46.0,6610.5,1017.15,43712.0,8.54,9.5,10.0,4,83,5,16,14,100.0
Rosario,Argentina,87480,-32.9167,-60.7833,25,18.05,1.8,34.5,-8.4,40.6,13758.0,1014.9,36286.0,7.33,9.44,10.0,1,83,9,0,14,100.0
Roseau,Dominica,78922,14.7667,-60.8833,33,27.21,23.3,32.4,21.6,34.3,6346.9,1014.27,0.0,,7.93,9.25,1,31,0,16,7,100.0
Rostock,Germany,10170,54.1833,12.0833,4,10.11,-5.8,26.0,-16.0,38.4,8683.1,1014.79,25537.0,5.11,7.4,10.0,6,84,86,0,14,100.0
Rotorua,New Zealand,93186,-37.6667,176.2,4,15.91,5.1,25.5,0.8,30.5,5359.5,1016.36,0.0,,7.5,9.48,1,17,0,0,4,100.0
Rovaniemi,Finland,02847,66.5,25.7167,85,2.48,-20.5,26.5,-30.1,32.0,779.5,1010.29,0.0,,4.18,9.79,7,9,104,0,14,100.0
Saaremaa Island,Estonia,EEKE0,58.2299,22.5095,4,8.17,-8.6,24.8,-21.0,29.0,1446.0,1012.25,0.0,,5.7,9.59,7,17,28,0,4,100.0
Saint-Denis,Réunion,61980,-20.8833,55.5167,21,24.53,17.6,32.0,13.7,34.5,20954.0,1016.52,35531.0,6.95,9.76,10.0,4,82,0,0,14,100.0
Sal,Cape Verde,08594,16.7333,-22.95,54,24.12,16.4,32.4,10.6,39.2,1324.1,1014.64,0.0,,9.24,9.97,4,66,0,2,14,100.0
Salalah,Oman,41316,17.0333,54.0833,20,26.73,18.5,34.2,14.1,45.5,1576.0,1009.19,19631.0,7.97,9.2,10.0,1,80,0,43,14,100.0
Salento,Colombia,80211,4.5,-75.7167,1204,22.47,15.9,32.4,11.4,35.0,27349.0,1015.6,11240.0,4.99,9.36,10.0,7,75,0,0,13,97.4
Salt Lake City,United States,72572,40.7833,-111.9667,1288,12.81,-10.9,37.6,-21.0,41.7,5375.0,1015.32,0.0,,6.48,9.92,6,84,73,9,14,100.0
Salta,Argentina,87046,-24.3833,-65.0833,921,19.31,3.7,33.8,-5.6,42.4,9309.5,1015.53,32012.0,6.5,9.69,10.0,1,83,0,0,14,100.0
Salvador da Bahia,Brazil,83288,-13.2667,-43.4167,440,27.05,17.1,38.1,13.9,40.9,9202.8,1011.63,34380.0,8.56,9.56,10.0,1,84,0,44,14,98.2
Salzburg,Austria,11150,47.8,13.0,430,9.98,-9.7,28.1,-20.8,37.2,21230.0,1017.35,26630.0,5.21,7.15,10.0,7,82,86,0,14,100.0
Samarkand,Uzbekistan,38696,39.5667,66.95,724,15.21,-6.6,36.9,-19.8,42.0,4982.0,1015.72,39108.0,7.68,8.4,10.0,4,84,62,7,14,100.0
San Andrés,Colombia,80001,12.5833,-81.7167,1,27.94,24.3,32.6,19.5,34.8,24928.8,1011.77,35486.0,7.2,9.3,10.0,2,84,0,81,14,100.0
San Antonio,United States,KSKF0,29.3842,-98.5812,210,21.12,1.9,39.1,-12.3,41.4,0.0,1015.47,0.0,,8.24,10.0,10,0,8,36,14,100.0
San Carlos de Bariloche,Argentina,87765,-41.15,-71.1667,845,8.76,-3.3,26.4,-25.4,35.4,10228.5,1015.57,12179.0,7.16,6.37,10.0,1,84,99,0,14,100.0
San Cristobal,Venezuela,80447,7.85,-72.45,377,26.61,19.7,36.1,0.0,39.7,8409.1,1009.29,13928.0,5.51,9.37,10.0,1,54,0,21,11,99.1
San Cristóbal de las Casas,Mexico,76845,16.7333,-92.6333,2276,15.88,4.3,27.0,-2.4,30.4,15702.6,1014.59,30159.0,6.37,9.36,10.0,2,84,0,0,14,100.0
San Diego,United States,72290,32.7333,-117.1833,5,18.36,7.3,28.5,3.3,38.3,3399.0,1015.77,0.0,,8.69,10.0,8,82,0,0,14,100.0
San Francisco,United States,72493,37.7167,-122.2333,2,14.52,1.6,26.7,-7.7,50.0,5692.7,1016.79,0.0,,7.59,9.46,9,80,10,0,14,100.0
San Jose,United States,KSJC0,37.3627,-121.9291,19,15.69,2.4,29.2,-0.6,42.8,2.3,1016.49,0.0,,8.11,10.0,8,1,6,0,14,99.4
San José,Costa Rica,78762,10.0,-84.2167,920,22.69,17.1,32.0,10.0,39.6,12557.9,1011.39,4266.0,6.37,9.52,10.0,9,38,0,0,14,100.0
San Juan,Puerto Rico,78526,18.4333,-66.0,3,27.47,21.8,33.5,19.4,35.6,22965.0,1015.58,0.0,,7.68,8.82,3,83,0,65,14,100.0
San Marino,San Marino,16149,44.0333,12.6167,12,14.9,-0.3,31.3,-4.6,39.1,5699.5,1015.64,0.0,,7.34,9.88,7,50,52,0,14,100.0
San Pedro de Atacama,Chile,85432,-22.5,-68.9,0,14.77,-0.5,35.7,-5.0,41.0,39.6,1025.21,0.0,,7.83,9.94,10,9,0,0,11,100.0
San Salvador,El Salvador,78663,13.7,-89.1167,616,25.66,18.1,32.4,14.8,38.0,4252.9,1014.07,0.0,,8.78,9.7,12,17,0,3,14,100.0
San Sebastián,Spain,08027,43.3,-2.05,258,14.1,1.5,24.8,-5.3,39.7,23063.0,1018.21,26218.0,5.13,8.27,10.0,7,84,31,0,14,100.0
Santa Cruz,Bolivia,85247,-17.8,-60.7333,284,26.2,12.6,39.4,-1.0,44.1,14635.9,1013.7,0.0,,8.23,9.97,7,79,0,38,14,96.9
Santa Cruz de la Sierra,Bolivia,85245,-17.8,-63.1833,418,24.83,13.7,35.3,2.7,40.2,20677.5,1011.01,0.0,,8.38,9.91,6,83,0,11,14,98.8
Santa Marta,Colombia,80009,11.1333,-74.2333,4,28.98,21.8,35.5,19.8,38.6,8663.0,1009.84,35137.0,7.55,9.57,10.0,1,83,0,144,14,96.4
Santiago de Chile,Chile,85577,-33.4333,-70.6833,520,15.04,1.3,33.3,-3.0,38.3,2780.5,1016.57,34436.0,7.37,8.91,10.0,1,78,33,0,14,100.0
Santo Domingo,Dominican Republic,78486,18.4333,-69.8833,14,27.19,21.0,34.3,13.3,37.7,18818.0,1015.31,0.0,,7.86,9.4,12,78,0,45,14,98.2
